era,era_url,poet,poet_url,descr,genre_count,beat_count,poems_count,long_descr,quote
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أبو قيس بن رفاعة,https://www.aldiwan.net/cat-poet-abu-qais-bin-refaah,قال أبو عبيدة البكري: دثار اليهودي، جاهلي، ونقل السيوطي عن ثعلب أن اسمه نفير.قال ابن سلام: أبو قيس من شعراء,من: 5,"البسيط: 2,الطويل: 1,الوافر: 2",5," قال أبو عبيدة البكري: دثار اليهودي، جاهلي، ونقل السيوطي عن ثعلب أن اسمه نفير.
قال ابن سلام: أبو قيس من شعراء يهود من طبقة الربيع بن أبي الحقيق النضري، وهو شاعر مقل، ومن خلال شعره يتبين أنه شاعر مفاخر لا يقل عن الربيع بن أبي الحقيق، إلا أن شعره قليل، وقد اختلف الشعراء في شعره وشخصيته، فبعضهم يقول إنه من الأوس، والبعض يؤكد أنه يهودي، وينسبه المرزباني إلى بني واقف أدرك الإسلام فأسلم وكان أعور فنسبه مجهول، وقال بعضهم: هو قيس بن رفاعة الواقفي من بني واقف بن امرئ القيس بن مالك بن الأوس الأنصاري.","وسيفي صارمٌ لا عيبَ فيه***ويمنعني من الرَّهَقِ النبيتُ, متى ما يأتِ يومي لا تجدني***بمالي حينَ أترُكُهُ شَقِيتُ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أحيحة بن الجلاح,https://www.aldiwan.net/cat-poet-ahihh-bin-algelah,وهو أبو عمرو أحيحة بن الجلاح بن الحريش الأوسي شاعر جاهلي من دهاة العرب وشجعانهم. قال الميداني: «كان سيد يثرب,من: 32,"البسيط: 2,الخفيف: 3,السريع: 2,الطويل: 5,الكامل: 5,المتقارب: 1,المديد: 2,المنسرح: 4,الهزج: 2,الوافر: 6",32," وهو أبو عمرو أحيحة بن الجلاح بن الحريش الأوسي شاعر جاهلي من دهاة العرب وشجعانهم. قال الميداني: «كان سيد يثرب وكان له حصن فيها سماه المستظل وحصن في ظاهرها سماه الضحيان، ومزارع وبساتين ومال وفير». وقال البغدادي: «كان سيد الأوس في الجاهلية. وكان مرابياً كثير المال أما شعره فالباقي منه قليل جدا».
وفي كتاب الأغاني أن سلمى بنت عمرو العدوية كانت زوجة لأحيحة وأخذها بعده هاشم بن عبد مناف فولدت له عبد المطلب وبهذا تكون وفاة أحيحة قبل وفاة هاشم المتوفى نحو عام 102 قبل الهجرة.","وَاِلبِس عَدوَّكَ في رِفقٍ وَفي دَعَه***لِباسَ ذي إِربَةٍ لِلدَّهرِ لَبّاسِ, وَلا تَغُرَنَّكَ أَضغانُ مُزَمِّلِهِ***قَد يَضرِبُ الدُبرَ الدامي بِأَحلاسِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أخت الأسود بن غفار,https://www.aldiwan.net/cat-poet-okht-alosud-bin-ghaffar,شاعرة جاهلية. تنتمي إلى قبيلة جديس، وقد كان لها موقف المعارض من حرب قومها مع طسم. ولكن لم يكن هناك,من: 1,البسيط: 1,1, شاعرة جاهلية. تنتمي إلى قبيلة جديس، وقد كان لها موقف المعارض من حرب قومها مع طسم. ولكن لم يكن هناك منيجيب نداءها، فقالت في ذلك شعراً. ,
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أربد الذبياني,https://www.aldiwan.net/cat-poet-arbd-alzpiani,أربد بن شريح بن بجير، من ذبيان.شاعر من الأشراف الشجعان في الجاهلية، وأحد فرسانها المشهورين. أورد الآمدي نموذجاً من,من: 1,الوافر: 1,1," أربد بن شريح بن بجير، من ذبيان.
شاعر من الأشراف الشجعان في الجاهلية، وأحد فرسانها المشهورين. أورد الآمدي نموذجاً من شعره.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أربد بن ضابئ,https://www.aldiwan.net/cat-poet-irbid-bin-dhabi,أربد بن ضابئ بن رجاء الكلبي.وردت له أبيات في مهاجاة بني ربيعة بن مالك بن زيد مناة وهم (ربيعة الجوع),من: 1,الطويل: 1,1," أربد بن ضابئ بن رجاء الكلبي.
وردت له أبيات في مهاجاة بني ربيعة بن مالك بن زيد مناة وهم (ربيعة الجوع) هجاهم بالجوع يوم كان مجاوراً لهم.
وهو من بني كلب وتنتسب قبيلة (كلب) إلى كلب بن وبرة بن تغلب من بني قضاعة بن معدّ بن عدنان.
وهي إحدى جماجم العرب (والجماجم هي القبائل التي تجمع البطون وينسب إليها دونهم). ",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أرطأة الفزاري,https://www.aldiwan.net/cat-poet-ertoh-fazari,أرطأة بن كعب بن قيس بن حبيب بن عامر بن جؤيه بن لوذان الفزاري.أحد شعراء ذبيان المخضرمين، يلقب بالبكاء لقوله:#ما,من: 1,الكامل: 1,1," أرطأة بن كعب بن قيس بن حبيب بن عامر بن جؤيه بن لوذان الفزاري.
أحد شعراء ذبيان المخضرمين، يلقب بالبكاء لقوله:
#ما كنت أول من تفرق شمله=ورأى الغداة من الفراق يقينا ",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أروى بنت الحباب,https://www.aldiwan.net/cat-poet-arwa-bnt-alhbab,شاعرة جاهلية.كان والدها من أكرم الناس يداً وأرفعهم خلقاً، فلما مات رثته بأبيات.       ,من: 1,الكامل: 1,1," شاعرة جاهلية.
كان والدها من أكرم الناس يداً وأرفعهم خلقاً، فلما مات رثته بأبيات. ",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أزبر بن غزي,https://www.aldiwan.net/cat-poet-osber-ben-gazi,أزبر بن غزي بن أبي طفيل بن عمرو بن ثعلبة بن الحارث بن حصن بن ضمضم بن عدي بن جناب.ورد,من: 1,الطويل: 1,1," أزبر بن غزي بن أبي طفيل بن عمرو بن ثعلبة بن الحارث بن حصن بن ضمضم بن عدي بن جناب.
ورد له أبيات يشبب فيها بامرأة تسمى (العزراء) وقد تزوجها أبوه بعد ذلك.
وهو من بني كلب وتنتسب قبيلة كلب إلى كلب بن وبرة بن تغلب من بني قضاعة بن معدّ بن عدنان. وهي إحدى جماجم العرب (والجماجم هي القبائل التي تجمع البطون وينسب إليها دونهم).",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أسماء التغلبية,https://www.aldiwan.net/cat-poet-osme-altglbeh,أسماء بنت ربيعة بن الحارث بن زهير بن جشم التغلبية أخت كليب بن ربيعة.شاعرة من تغلب شاركت مع قومها في,من: 1,الرمل: 1,1," أسماء بنت ربيعة بن الحارث بن زهير بن جشم التغلبية أخت كليب بن ربيعة.
شاعرة من تغلب شاركت مع قومها في حروبها
له شعر في رثاء أخيها كليب وينسب لها شعر تخاطب فيه جليلة زوجة كليب وأخت جساس .","لَيتَني ما عِشتُ يَوماً بَعدَهُ***لَيتَني قَرَّبَ مَوتي أَجلي, اسلُبوا عَقلي وَرُوحي بَعدَهُ***فَهُمومي بَعدَهُ لا تَنجَلي"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أسماء المرية,https://www.aldiwan.net/cat-poet-asma-almria,روى القالي في آماليه أن أسماء المرية هي صاحبة عامر بن الطفيل ، وكذلك ابن سعيد الأندلسي في مفتون الطرب.وقال,من: 1,الطويل: 1,1," روى القالي في آماليه أن أسماء المرية هي صاحبة عامر بن الطفيل ، وكذلك ابن سعيد الأندلسي في مفتون الطرب.
وقال البكري أسماء فزارية امها مرية، ولها شعر في كتاب شعر قبيلة ذبيان في الجاهلية. ",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أعشى باهلة,https://www.aldiwan.net/cat-poet-oashy-pahlh,شاعر جاهلي. يكنى (أبا قحفان) أشهر شعره رائية له، في رثاء أخيه لأمه (المنتشر بن وهب)أوردها البغدادي برمتها. وقيل: اسمه,من: 7,"البسيط: 1,الطويل: 6",7, شاعر جاهلي. يكنى (أبا قحفان) أشهر شعره رائية له، في رثاء أخيه لأمه (المنتشر بن وهب)أوردها البغدادي برمتها. وقيل: اسمه عمر. ,فإنْ جَزَعْنَا فإنّ الشّرّ أَجْزَعَنَا***وَإنْ صَبَرْنَا فَإنَّا مَعْشَرٌ صُبُرُ
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أعصر بن سعد,https://www.aldiwan.net/cat-poet-oasr-ben-saad,منَبه بن سعد بن قيس عيلان.شاعر جاهلي قديم، عدّه ابن سلام من فحول الشعراء، أمه (تُكمة بنت مُرّ بن أدّ).ولقب,من: 2,"الكامل: 1,الوافر: 1",2," منَبه بن سعد بن قيس عيلان.شاعر جاهلي قديم، عدّه ابن سلام من فحول الشعراء، أمه (تُكمة بنت مُرّ بن أدّ).
ولقب بأعصُر لبيت قاله تفرد فيه بذكر (الأعصُر) ولقب (دُخاناً) لما روى أن ملكاً من ملوك اليمن أغار على معدّ فدخل هو وأصحابه كهفاً فدخَّن عليهم منبّه فهلكوا فسمي دخاناً.
وهو من رجال القرن الرابع الميلادي المعمرين وإليه ينتهي نسب الشاعر طفيل الغنوي .",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أفنون,https://www.aldiwan.net/cat-poet-afenon,صريم بن معشر بن ذهل بن تميم من بني تغلب. شاعر جاهلي يماني الأصل مات في بادية الشام، لقب بأفنون,من: 3,"البسيط: 1,الطويل: 2",3, صريم بن معشر بن ذهل بن تميم من بني تغلب. شاعر جاهلي يماني الأصل مات في بادية الشام، لقب بأفنون لقوله في أبيات: (إن للشبان أفنوناً).,"وَلا خَيرَ فيما كَذَّبَ المَرءُ نَفسَهُ***وَتَقوالِهِ لِلشَيءِ يا لَيتَ ذا لِيا, وَإِن أَعجَبَتكَ الدَهرَ حالٌ مِن اِمرِئٍ***فَدَعهُ وَواكِل حالَهُ وَاللَيالِيا"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أم أبي جدابة,https://www.aldiwan.net/cat-poet-om-iba-jaddabh,شاعرة جاهلية.لها شعر في وصف حال ابنها في حربه مع المنصور قائد كسرى حينما قاد الجند لإخضاع الشيبانيين، فانتصر أبو,عامه: 1,الرمل: 1,1," شاعرة جاهلية.
لها شعر في وصف حال ابنها في حربه مع المنصور قائد كسرى حينما قاد الجند لإخضاع الشيبانيين،
فانتصر أبو جدابة للشيبانيين.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أم الأغر بنت ربيعة التغلبية,https://www.aldiwan.net/cat-poet-om-alogr-bent-rabia,أم الأغر بنت ربيعة التغلبية.شاعرة جاهلية، من شعراء,عامه: 1,الوافر: 1,1," أم الأغر بنت ربيعة التغلبية.
شاعرة جاهلية، من شعراء تغلب.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أم الضحاك المحاربية,https://www.aldiwan.net/cat-poet-om-aldhak-maharbah,أم الضحاك المحاربية.شاعرة. كانت زوجة لأحد بني ضباب وطلقها وهي تحبه، فقالت فيه شعراً أورده أبو تمام في الحماسة الصغرى,"رومنسيه: 6,عامه: 3,قصيره: 1","البسيط: 1,الطويل: 6,الوافر: 3",10," أم الضحاك المحاربية.
شاعرة. كانت زوجة لأحد بني ضباب وطلقها وهي تحبه، فقالت فيه شعراً أورده أبو تمام في الحماسة الصغرى (الوحشيات) وروى لها ابن الشجري مقطوعتين في حماسته. وفي سمط اللآلي أنها كانت تحب الضبابي ولم يتزوجها.","فَقالوا شفاء الحبّ حبٌّ يُزيلهُ***مِن آخر أو نأيٌ طويلٌ على هجرِ, أَو اليأس حتّى تذهل النفسُ بَعدما***رَجت طَمعاً واليأس عونٌ على الصبرِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أم النحيف,https://www.aldiwan.net/cat-poet-om-alnhef,شاعرة جاهلية.وهي أم سعد بن قرط العبدي من بني جذيمة.لها أبيات في توجيه ولدها إلى ألا يتزوج من امرأة لم,عامه: 3,الطويل: 3,3," شاعرة جاهلية.
وهي أم سعد بن قرط العبدي من بني جذيمة.
لها أبيات في توجيه ولدها إلى ألا يتزوج من امرأة لم تقتنع بها وخروجه عن طاعتها وزواجه بها، ثم نوى طلاقها بعدما تبين له فسادها، وصدق حدس والدته.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أم موسى الكلابية,https://www.aldiwan.net/cat-poet-om-mosa-alklabah,شاعرة جاهلية.وهي ابنة ابن حيان الكلابي.تزوجت فانتقل بها زوجها إلى الحجر من بلاد اليمن، فقالت أبياتاً تظهر شوقها وحنينها إلى,عامه: 4,"البسيط: 2,الطويل: 2",4," شاعرة جاهلية.
وهي ابنة ابن حيان الكلابي.
تزوجت فانتقل بها زوجها إلى الحجر من بلاد اليمن، فقالت أبياتاً تظهر شوقها وحنينها إلى أبيها وأرضها.","أَبيتُ أَرقبُ نجمَ اللّيل قاعدةً***حتّى الصباحِ وَعندَ الباب عجلانِ, لَولا مخافةُ ربّي أَن يُعاقِبني***لَقَد دَعوت عَلى الشيخِ اِبن حيّانِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أميمة بنت أمية,https://www.aldiwan.net/cat-poet-omayma-bnt-amah,أميمة بنت أمية بن عبد شمس بن عبد مناف.شاعرة جاهلية.قتل أخوها ومعه جمع من قومها في حرب الفجار في اليوم,رثاء: 1,مجزوء: 1,1," أميمة بنت أمية بن عبد شمس بن عبد مناف.
شاعرة جاهلية.
قتل أخوها ومعه جمع من قومها في حرب الفجار في اليوم الرابع المسمى يوم عكاظ، فأنشدت ترثيهم بأبيات.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أميمة بنت عبد المطلب,https://www.aldiwan.net/cat-poet-omayma-bnt-abdulmutallib ,أميمة بنت عبد المطلب بن هاشم.شاعرة جاهلية.طلب إليها والدها كما فعل مع أخواتها، أن ترثيه بأبيات,رثاء: 1,الطويل: 1,1," أميمة بنت عبد المطلب بن هاشم.
شاعرة جاهلية.
طلب إليها والدها كما فعل مع أخواتها، أن ترثيه بأبيات ففعلت.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أميمة بنت عبد شمس,https://www.aldiwan.net/cat-poet-omayma-bnt-abdshams ,أميمة بنت عبد شمس بن عبد مناف، من قريش. شاعرة جاهلية. اشتهرت في أيام &quot;حرب الفجار&quot; بين قريش وقيس عيلان.,مدح: 1,مجزوء: 1,1," أميمة بنت عبد شمس بن عبد مناف، من قريش.
شاعرة جاهلية. اشتهرت في أيام &quot;حرب الفجار&quot; بين قريش وقيس عيلان. واستمرت هذه الحرب أربعة أعوام متواليات. ولصاحبة الترجمة شعر في بعض وقائعها، منه قصيدة في رثاء من قتل بها من قريش أورد الأغاني ما كان يتغنى به منها.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أوس العبدي,https://www.aldiwan.net/cat-poet-aws-albdi,أوس بن زيد مناة العبدي.شاعر من عبد القيس، إحدى القبائل المنتشرة في البحرين وَعمان إِلى جوار الأزد، يبدو أَنه كان,عامه: 1,الخفيف: 1,1," أوس بن زيد مناة العبدي.
شاعر من عبد القيس، إحدى القبائل المنتشرة في البحرين وَعمان إِلى جوار الأزد، يبدو أَنه كان من أشراف قومه إِذ يذكر العوتبي أَنه كان عظيم القدر من معد، وفد على مالك بن فهم ومدحه، فقسم له مالك أَرضا في عمان وأعطاه مئة ناقة، واتخذه وزيراً له، ولم يزل بنوه بعد مستقرين في عمان إِلى جوار الأزد.",أَكرموا الضيفَ واحفظوا حُرمةَ الجا***رِ وكونوا مِمَّن أُحِبُّ قَريبا
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أوس الهجيمي,https://www.aldiwan.net/cat-poet-aos-alhjimi ,أوس بن غلفاء الهُجيمي التميمي.من شعراء المفضليات. له فيها قصيدة ميمية 21 بيتاً. وعده الجمحي في الطبقة الثامنة من فحول,عامه: 1,الوافر: 1,1," أوس بن غلفاء الهُجيمي التميمي.
من شعراء المفضليات. له فيها قصيدة ميمية 21 بيتاً. وعده الجمحي في الطبقة الثامنة من فحول الجاهلية. ",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أوس بن حارثة,https://www.aldiwan.net/cat-poet-aws-bin-haritha,أوس بن حارثة بن أوس بن طريف المتمني بن الشجب بن عبد ود.أحد شعراء بني كلب في الجاهلية، وتنتسب قبيلة,عامه: 1,البسيط: 1,1," أوس بن حارثة بن أوس بن طريف المتمني بن الشجب بن عبد ود.
أحد شعراء بني كلب في الجاهلية، وتنتسب قبيلة كلب إلى كلب بن وبرة بن تغلب من بني قضاعة بن معد بن عدنان. وهي إحدى جماجم العرب (والجماجم هي القبائل التي تجمع البطون وينسب إليها دونهم).
وله أبيات في حرب بين بعض بطون كلب يوم نهادة حيث اجتمعت بنو عامر بن عوف وبنو عبد الله بن كنانة وأحلافهم على بني كنانة وأحلافها وانتصرت عليهم بنو كنانة في ذلك اليوم.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,أوس بن حجر,https://www.aldiwan.net/cat-poet-aws-ibn-hajar,أوس بن حجر بن مالك المازني التميمي، شاعر مضر أبو شريح (95-2 ق.هـ/530-620 م)، من كبار شعراء تميم في الجاهلية،,"رثاء: 2,عامه: 10,قصيره: 7,مدح: 1,من: 31,هجاء: 2","البسيط: 7,الرمل: 1,السريع: 1,الطويل: 27,الكامل: 8,المتقارب: 3,المنسرح: 1,الوافر: 5",53," أوس بن حجر بن مالك المازني التميمي، شاعر مضر أبو شريح (95-2 ق.هـ/530-620 م)، من كبار شعراء تميم في الجاهلية، أبوه حجر هو زوج أم زهير بن أبي سلمى. كان كثير الأسفار، وأكثر إقامته عند عمرو بن هند في الحيرة. عمّر طويلاً (حوالي 90 عاما). عدَّه ابن سلام في الطبقة الثانية من شعراء الجاهلية. وذكر الأصفهاني في الأغاني أنه: «من الطبقة الثالثة، وقرنه بالحطيئة نابغة بني جعدة»
في شعره حكمة ورقة، وكانت تميم تقدمه على سائر الشعراء العرب. قال الأصفهاني: «كان أوس بن حجر فحل الشعراء؛ فلما نشأ النابغة طأطأ منه». وكان غزلاً مغرماً بالنساء. ","فَإِنّي رَأَيتُ الناسَ إِلّا أَقَلَّهُم***خِفافُ العُهودِ يُكثِرونَ التَنَقُّلا, بَني أُمِّ ذي المالِ الكَثيرِ يَرَونَهُ***وَإِن كانَ عَبداً سَيِّدَ الأَمرِ جَحفَلا"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن أم حزنة,https://www.aldiwan.net/cat-poet-ibn-umm-hznh,ثعلبة بن عمرو العبدي، من سليمة بن عبد القيس. شاعر جاهلي يقال له ابن أم حزنة، أورد له المفضل قصيدة,من: 2,"الطويل: 1,المتقارب: 1",2," ثعلبة بن عمرو العبدي، من سليمة بن عبد القيس. شاعر جاهلي يقال له ابن أم حزنة، أورد له المفضل قصيدة بائية أولها:
أسماء لم تسألي عن أبيك والقوم قد كان فيهم خطوب
وقصيدة على روي الفاء خمسة عشر بيتاً، منها قوله :
ومطرّد يرضيك عند ذواقه ويمضي ولا ينآد فيما يصادف",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن الأطنابة,https://www.aldiwan.net/cat-poet-bin-alotunabh,عمرو بن عامر بن زيد مناة بن عامر، من قبيلة الخزرج، أمه الإطنابة بنت شهاب بن زِبّان من بني القين,"عامه: 3,قصيره: 5","الخفيف: 2,الطويل: 1,الكامل: 1,المديد: 1,المنسرح: 1,الوافر: 2",8," عمرو بن عامر بن زيد مناة بن عامر، من قبيلة الخزرج، أمه الإطنابة بنت شهاب بن زِبّان من بني القين بن جَسْر.
شاعر جاهلي قديم، وأحد فرسان العرب، ويقال: إنه كان ملكاً على المدينة في الجاهلية، ملّكه عليها النعمانُ بن المنذر ملك الحيرة. وفي بعض الأخبار أنه كان ملك الحجاز.
وهو أحد الشعراء الذين نُسبوا إلى أمهم لا إلى أبيهم، ولم تذكر المصادر سبب ذلك، وعلى الرغم من هذه المنزلة العظيمة له فإن أخباره قليلة جداً لا تكشف عن هذه المكانة، ولا تعطي صورة واضحة عن نشأته وحياته، ويُروى أنه قاد الخزرج في معركة كبيرة لقي فيها الأوس يقودهم معاذ بن النعمان.","أُهِينُ المالَ فيما بَينَ قَومِي***وأدفَعُ عَنهمُ سُنَنَ المَنِيحِ, ابت لي أَن أُقضِّي في فعالي***وأَن أُغضِي على أمرٍ قبيحِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن الرعلاء,https://www.aldiwan.net/cat-poet-ibn-alrala,عدي بن الرعلاء الغساني. شاعر جاهلي اشتهر بنسبه إلى أمه، وضاع اسم أبيه. وهو صاحب القصيدة التي مطلعها: ليس من,ذم: 1,الخفيف: 1,1," عدي بن الرعلاء الغساني. شاعر جاهلي اشتهر بنسبه إلى أمه، وضاع اسم أبيه. وهو صاحب القصيدة التي مطلعها:
ليس من مات فاستراح بميت إنما الميت ميت الأحياء ","لَيْسَ مَنْ ماتَ فاِستراحَ بِمَيْتٍ***إنَّمَا المَيْتُ مَيِّتُ الأحياءِ, إنَّما المَيْتُ مَنْ يعيشُ ذليلاً***سِيّئاً بالُهُ قليلَ الرّجاءِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن العجلان النهدي,https://www.aldiwan.net/cat-poet-ibn-ajlan-nahdi,عبد الله بن العجلان بن عبد الأحب بن عامر النهدي من قضاعة شاعر جاهلي من العشاق و سيد من سادات,"حزينه: 2,شوق: 2,عامه: 12,غزل: 1,فراق: 1","البسيط: 1,الطويل: 9,الكامل: 1,المنسرح: 2,الوافر: 3,مجزوء: 2",18," عبد الله بن العجلان بن عبد الأحب بن عامر النهدي من قضاعة
شاعر جاهلي من العشاق و سيد من سادات قومه كانت له زوجة اسمها هند من قومه اقامت عنده سبع سنوات و لم تلد له فأكرهه ابوه على طلاقها فطلقها و تزوجت برجل من بني نمير فندم ابن العجلان عليها و زاد شغفا بها حتى مات .","قد طالَ شَوْقي وعادَني طَرَبي***من ذِكْرِ خَوْدٍ كَرِيمَةِ النَّسبِ, غَرّاءَ مِثْلُ الهِلالِ صُورَتُها***أَو مِثْلُ تِمْثالِ صُورَةِ الذَّهَبِ"
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن المضلَّل,https://www.aldiwan.net/cat-poet-bin-almozll,حاجب بن حبيب بن خالد بن قيس بن المضلَّل، من بني ثعلبة الأسدي. شاعر جاهلي، هو صاحب القصيدة التي مطلعها:,من: 3,"البسيط: 1,الكامل: 1,المتقارب: 1",3, حاجب بن حبيب بن خالد بن قيس بن المضلَّل، من بني ثعلبة الأسدي. شاعر جاهلي، هو صاحب القصيدة التي مطلعها: وباتت تلوم على ثادق = ليُشرى فقد جد عصيانها والقصيدة التي مطلعها: أعلنت في حب جُمل أي اعلان = وقد بدا شأنها من بعد كتمان والقصيدتان من المفضليات. وقيل في الأولى إنها لمنقذ بن طريف (ويقال له الجميح) والصحيح ان القصيدتين لحاجب بن حبيب هذا، كما أثبته الخطيب التبريزي في شرح المفضليات بخطه.,
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن ثور العامري,https://www.aldiwan.net/cat-poet-ibn-thor-ameri,عبد الله بن ثور العامري. شاعر جاهلي من بني البكاء بن عامر بن صعصعة وقد قاد قبيلته إلى النصر على,من: 3,"البسيط: 1,الطويل: 1,الوافر: 1",3, عبد الله بن ثور العامري. شاعر جاهلي من بني البكاء بن عامر بن صعصعة وقد قاد قبيلته إلى النصر على جرم ونهد. وهو من الشعراء المجهولين ولا يعرف غير اسمه واسم قبيلته وليس له شعر سوى قطعتين انفرد بهما كتاب الوحشيات. وله قصيدة من 33بيتا أوردها صاحب قصائد جاهلية نادرة,
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن جوين الطائي,https://www.aldiwan.net/cat-poet-ibn-gwen-tai,عامر بن جوين الطائي. شاعر جاهلي وخطيب فارس من شعراء الجاهلية المرموقين وخطبائها وفرسانها وله مع المنذر بن النعمان الأكبر,من: 1,المديد: 1,1," عامر بن جوين الطائي.
شاعر جاهلي وخطيب فارس من شعراء الجاهلية المرموقين وخطبائها وفرسانها وله مع المنذر بن النعمان الأكبر جد النعمان بن المنذر محاورة.
وقد كان امرؤ القيس قد نزل به فأجاره وكان عامر يومئذ أحد الخلفاء الفتاك وقد تبرأ قومه من جرائره.
وقد عمر طويلاً، وله قصيده نادرة تقع في 32 بيتاً.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن زرعة الباهلي,https://www.aldiwan.net/cat-poet-ibn-zareah-baahili,مالك بن زرعة الباهلي. شاعر جاهلي وهو من المجاهيل لا يعرف غير اسمه وله قصيدة تقع في واحد وعشرين بيتاً,من: 1,الطويل: 1,1," مالك بن زرعة الباهلي.
شاعر جاهلي وهو من المجاهيل لا يعرف غير اسمه وله قصيدة تقع في واحد وعشرين بيتاً وهي نشيد جاهلي من أناشيد الحرب والبطولة والفروسية.
وهذه القصيدة قالها في بني الحارث بن كعب ونهد وجرم في يوم كان بينهم.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن شعواء الفزاري,https://www.aldiwan.net/cat-poet-ibn-shwai-fazari,ابن شعواء الفزاري. شاعر جاهلي من قبيلة ذبيان، له شعر في كتاب شعراء قبيلة ذبيان في,من: 1,الطويل: 1,1, ابن شعواء الفزاري. شاعر جاهلي من قبيلة ذبيان، له شعر في كتاب شعراء قبيلة ذبيان في الجاهلية.,
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن عليق الطائي,https://www.aldiwan.net/cat-poet-ibn-aliq-tai,بشر بن عليق الطائي. شاعر جاهلي من بني عدي بن أبي أخزم الغوث بن طيئ لم تذكره المصادر. ولا يعرف,من: 1,الطويل: 1,1," بشر بن عليق الطائي.
شاعر جاهلي من بني عدي بن أبي أخزم الغوث بن طيئ لم تذكره المصادر.
ولا يعرف إلا من خلال قصيدة واحدة في منتهى الطلب وقد كان قريباً لحيان بن عليق بن ربيعة من بني عدي بن أخزم.
وقد أورد صاحب كتاب قصائد جاهلية نادرة قصيدته التي تحوي 33 بيتاً.",
العصر الجاهلي,https://www.aldiwan.net/cat-poets-pre-islamic-period,ابن عمرو الكندي,https://www.aldiwan.net/cat-poet-ibn-amr-alknda,امرؤ القيس بن عمرو بن الحارث بن معاوية الأكرمين بن ثور بن مرتع الكندي. شاعر من شعراء الجاهلية وهو قرابة,من: 1,الطويل: 1,1," امرؤ القيس بن عمرو بن الحارث بن معاوية الأكرمين بن ثور بن مرتع الكندي.
شاعر من شعراء الجاهلية وهو قرابة امرئ القيس بن حجر وكانت حرب قد وقعت بين بني الحارث بن معاوية رهط هذا الشاعر وبين بني تميم فكانت الهزيمة لبني تميم.
وانتصرت عليهم بنو الحارث وفتكوا بهم فتكاً ذريعاً فقال في ذلك شعراً أورده صاحب كتاب أخبار المراقسة.",
